user_id,article_1,article_2,article_3,article_4,article_5
200079,283009,336254,288942,277107,157478
200080,255747,256026,254414,255007,255875
200081,149612,264771,161801,42530,84420
200082,156447,156560,158536,156619,162765
200083,270607,50504,293514,245161,158882
200084,336220,354086,277492,289186,289090
200085,288680,59057,133506,48403,336223
200086,123289,123826,124748,123290,162655
200087,289003,336221,336223,300082,234698
200088,156447,156560,158536,156619,162765
200089,157478,289003,331116,336221,288321
200090,199197,156624,64329,233717,272143
200091,159762,156624,64329,160417,285648
200092,123289,315088,313807,124749,123290
200093,39894,277107,336254,289003,336221
200094,289186,198659,182394,272143,224658
200095,331116,218028,209236,202559,206120
200096,123818,124352,123290,123757,124228
200097,336223,136041,315105,95716,336221
200098,277164,288942,283009,336254,287083
200099,194923,236610,271262,285377,284583
200100,233688,283505,234006,215993,183176
200101,360884,44769,42353,42354,41922
200102,235230,284547,271551,313431,129029
200103,235084,233926,233541,242185,324509
200104,166129,159275,293513,284583,96210
200105,32082,336221,234698,336223,59057
200106,157478,206785,289003,209236,214753
200107,74895,71432,75376,288320,31836
200108,336245,20691,288440,158536,199198
200109,300473,300128,298310,300923,300755
200110,124350,293062,293114,128551,338340
200111,336254,97530,283009,289003,157478
200112,156964,234698,64346,70428,161506
200113,276970,237524,168623,299152,123909
200114,95716,234698,123290,123757,123289
200115,156447,156560,158536,156619,162765
200116,214800,158536,301008,156560,158082
200117,234698,336221,235870,289090,336220
200118,31836,300715,299032,224658,298041
200119,211723,211415,156560,158536,156447
200120,234698,64409,84019,336221,48712
200121,354086,119534,235854,277492,284096
200122,331116,218028,336254,289003,157478
200123,235230,207994,272143,284547,187065
200124,20691,288440,336245,233688,183176
200125,95716,123290,124228,123818,124352
200126,331116,202355,215613,336254,289003
200127,160974,156624,162655,156619,159762
200128,96210,336245,20691,288440,336220
200129,158536,160974,156619,162655,156447
200130,156624,64329,158536,156560,218337
200131,288320,30611,233595,59057,336223
200132,218028,336254,289003,352979,186947
200133,235230,187065,285298,313431,199198
200134,352979,39894,30389,289003,283009
200135,336245,20691,96210,96103,337441
200136,271262,236566,225010,202416,283764
200137,283009,39894,30389,352979,289003
200138,198659,166581,64329,199198,156560
200139,206168,70646,207309,208322,284547
200140,10127,9649,336245,235524,235616
200141,277107,289003,336245,331116,96210
200142,315088,313355,309540,312276,313756
200143,337728,32295,211481,332968,338497
200144,124748,123290,124350,123826,123613
200145,336254,160974,235854,159762,307779
200146,293522,331780,160748,288627,332041
200147,271362,265991,272514,272513,234698
200148,158082,160974,158536,166581,160417
200149,321041,320639,320303,319599,317804
200150,234698,119193,336221,95716,336223
200151,293513,168623,160158,336221,48403
200152,299767,300755,324823,298246,272143
200153,331116,202355,360646,215613,158536
200154,95716,234698,300082,235870,336223
200155,215861,172576,236951,157844,237524
200156,123757,233478,159762,58606,161100
200157,288435,235854,277491,168623,276970
200158,352979,39894,283009,30389,289003
200159,293301,168623,313602,289126,84273
200160,202381,39894,277107,207603,206785
200161,206415,207758,285908,202320,70429
200162,61913,61966,62748,62568,62599
200163,293114,284985,284547,124748,123826
200164,336221,214474,234698,156560,166581
200165,162655,166581,199197,64329,175040
200166,218028,202355,336254,183176,336221
200167,198659,64329,182394,272143,175040
200168,78357,160974,64329,198659,199198
200169,336245,336221,96210,20691,32088
200170,270607,245161,293514,119193,336221
200171,140678,95972,168623,276970,156625
200172,160417,160974,156624,158536,272143
200173,299767,300755,298246,324823,272143
200174,353874,221711,283123,348132,115268
200175,156447,156560,158536,156619,162765
200176,57616,66672,162655,198659,199197
200177,198659,182394,224658,199197,166581
200178,161801,156560,158536,156447,162655
200179,96210,20691,277492,183176,128260
200180,303967,303781,303686,304788,304487
200181,283123,352990,42356,282539,103210
200182,284602,354086,337192,284096,277492
200183,161801,161506,235652,272143,158536
200184,156560,64329,156624,162655,158536
200185,4967,293331,4983,4715,4772
200186,215674,119534,277492,87174,63307
200187,284547,199197,313431,156624,64329
200188,285343,286161,284547,285342,278312
200189,30374,96210,336245,20691,57616
200190,50864,161409,50715,50383,161160
200191,57966,336254,39894,289003,331116
200192,352979,30389,283009,336221,235870
200193,284547,156619,235230,199197,175040
200194,156447,156560,158536,156619,162765
200195,202478,235804,235230,233934,156619
200196,198659,182394,224658,199197,166581
200197,327118,336245,20691,119193,48403
200198,273672,272387,272802,274168,336254
200199,212234,211455,357715,42951,286336
200200,95716,156964,235870,234698,289126
200201,70428,87236,87231,87228,168623
200202,288320,303180,133160,301015,237524
200203,293513,245041,158882,336221,95716
200204,337192,336220,336221,336223,235616
200205,283402,351875,353633,336245,354099
200206,236266,156964,234698,159762,64329
200207,312476,314359,313728,313655,309366
200208,157478,285849,289003,57966,331116
200209,283392,124350,123289,124352,236951
200210,209236,162378,97670,331116,218028
200211,293050,16764,124749,321369,293062
200212,123826,123564,59506,124350,123289
200213,209013,209348,58619,158915,284422
200214,59572,286161,284583,32547,283437
200215,336221,235870,214631,300082,156964
200216,277491,354086,276970,337192,336220
200217,300923,300128,299369,298524,300529
200218,136145,137697,137645,133816,137175
200219,202355,157815,158293,149879,48739
200220,276970,286161,288320,168623,133160
200221,166581,218337,156560,160417,158536
200222,129799,183176,284339,288435,354086
200223,207848,208237,234269,208531,202330
200224,235616,199198,272143,313431,224658
200225,299767,300755,324823,298246,272143
200226,300048,36329,107301,36292,272803
200227,199197,284547,272143,235230,70646
200228,337192,336220,336221,277492,235616
200229,335452,335617,336220,96210,20691
200230,206090,207990,207786,156560,157078
200231,162765,156560,64329,159762,160974
200232,299767,300755,298246,324823,272143
200233,277107,352979,283009,30389,157478
200234,225010,157798,313920,236566,58580
200235,50644,211442,30760,283009,277107
200236,50405,156560,320891,156447,158536
200237,336221,234698,235870,95716,127147
200238,233478,160132,214800,166581,64329
200239,168623,236444,284422,276970,140678
200240,156560,162655,160146,64329,160974
200241,285648,175040,129596,250604,129862
200242,124350,283392,123289,124352,236951
200243,158906,124749,124228,123368,123818
200244,286321,324823,175040,64329,272143
200245,157478,57966,289003,285849,331116
200246,194923,336221,336220,29953,234269
200247,198659,182394,224658,199197,166581
200248,198659,166581,156560,199198,324823
200249,264771,161801,161506,336476,64329
200250,336220,337192,288435,284096,313358
200251,324823,64329,199198,218337,272143
200252,39894,289003,30389,336254,352979
200253,50644,211442,30760,64329,166581
200254,336220,336221,235870,234698,95716
200255,284583,236610,332198,313920,96244
200256,160974,225055,158536,182394,162655
200257,352979,39894,283009,30389,277492
200258,331116,202355,336220,337192,289090
200259,336223,336221,234698,95716,300082
200260,337873,337624,166958,338093,58939
200261,156964,336221,214631,234698,95716
200262,284547,285648,285342,285343,107205
200263,236610,336245,20691,285719,96210
200264,111210,235854,233478,293301,160132
200265,158082,160974,156560,160417,158536
200266,234698,272143,158536,160974,156624
200267,218028,202355,336254,289003,57966
200268,320901,320607,317775,159762,158536
200269,119219,118500,118464,114089,314066
200270,156560,162765,160146,156447,158536
200271,96210,20691,96103,236951,158536
200272,277491,336220,336221,289186,156964
200273,198659,182394,199197,224658,156560
200274,158082,160974,158536,166581,160417
200275,95716,234698,198659,182394,64329
200276,202355,202559,208539,202493,70428
200277,351875,351364,351876,353575,327118
200278,331780,237452,208981,206763,235854
200279,235616,293050,199197,124176,199198
200280,311902,314526,313189,154115,86699
200281,336245,20691,288440,233688,183176
200282,323539,323926,324393,323546,323781
200283,336476,272143,348111,156560,158536
200284,199197,286161,272143,64329,331738
200285,285849,336254,283009,277107,97530
200286,123290,124352,123818,123757,336245
200287,181585,111043,233688,128260,238880
200288,202383,158536,156447,156560,160974
200289,284547,336223,48403,288320,286161
200290,206785,289003,285849,336254,202381
200291,36161,35908,36129,2303,36282
200292,234698,336221,156964,95716,235230
200293,214474,36161,64329,199198,166581
200294,42761,156447,64329,158536,272143
200295,100918,315105,95716,128957,234698
200296,355155,158536,160417,160974,272143
200297,48962,48941,48605,48972,156560
200298,218028,336254,289003,57966,96210
200299,202388,208360,224354,211415,214474
200300,198980,199198,272143,224658,111892
200301,96210,20691,336221,119193,234698
200302,183176,288435,289090,234267,235854
200303,111556,111663,111323,111738,110364
200304,277492,235854,336220,288435,128260
200305,293114,123826,124748,124350,199197
200306,313242,313619,313355,199198,64329
200307,293384,70429,50494,73506,156807
200308,336476,182513,59829,284474,299697
200309,91363,95585,202636,36161,198659
200310,156447,156560,158536,156619,162765
200311,144844,145259,142292,175040,59057
200312,225124,5387,48972,285648,205052
200313,202355,331116,59057,224658,336223
200314,162765,156560,64329,159762,160974
200315,277107,39894,48409,336221,183176
200316,236566,58580,283764,313920,225010
200317,336221,235870,156964,166581,158536
200318,106821,86066,64329,199198,96029
200319,293114,124350,124177,123289,123290
200320,336220,284602,352901,337192,354086
200321,198659,182394,224658,199197,166581
200322,298445,250043,300234,297959,298760
200323,336254,97530,277107,283009,336221
200324,162765,156560,64329,159762,160974
200325,166585,166228,164013,166583,224171
200326,324823,224658,175040,198659,199198
200327,289090,277491,235616,234267,235854
200328,32088,96210,286321,3140,108855
200329,324823,299697,175040,199197,64329
200330,175040,107301,199198,324823,198659
200331,206785,336220,289186,235616,289090
200332,235854,236338,235616,64409,235870
200333,264033,288548,316300,271677,277036
200334,208237,234698,336221,119193,271261
200335,351876,353504,20691,353593,349831
200336,214474,276970,168623,25325,36394
200337,156447,156560,158536,156619,162765
200338,181674,181929,184292,183517,182274
200339,245041,245181,245011,158882,293513
200340,360990,30247,173406,70195,118167
200341,156654,293301,257291,224013,285719
200342,123909,331116,168623,272143,96210
200343,156301,336223,251058,336221,277491
200344,124749,123289,124350,123290,124352
200345,50864,161409,50715,50383,161160
200346,284096,337192,234267,352901,336220
200347,48758,47786,49012,48972,47999
200348,96210,288440,336245,32088,337441
200349,285377,271262,57616,236610,336245
200350,58580,159762,156447,257291,158536
200351,285849,289003,57966,97530,157478
200352,156296,49282,225010,168416,336245
200353,159762,64329,158536,156619,156624
200354,156560,286161,235230,285342,271551
200355,352979,30389,39894,289003,283009
200356,181585,111043,233688,119534,128260
200357,96029,96481,96635,95756,96960
200358,235616,277491,289090,235854,272143
200359,218028,202355,7751,7759,20691
200360,160565,166322,157478,285849,336254
200361,336476,184238,233917,348111,181928
200362,235616,235870,234698,336220,156964
200363,285808,272143,199198,224658,64329
200364,156381,361681,158766,64329,198659
200365,20691,96210,336245,123290,123818
200366,156447,156560,158536,156619,162765
200367,331116,202355,214753,215613,315146
200368,36162,209122,211442,208582,237822
200369,283402,96210,20691,337441,288440
200370,95716,234698,300082,235870,352983
200371,156560,156447,158536,64329,160974
200372,336476,156624,64329,199198,272143
200373,64329,160974,162655,156624,272143
200374,156839,156843,156560,336223,206168
200375,331116,57173,58010,289090,336220
200376,292552,276979,289417,289433,289431
200377,198659,166581,156560,199198,324823
200378,106819,5408,50864,156560,158536
200379,208981,208582,199474,293513,245041
200380,277492,289090,288482,288321,293114
200381,235616,128722,129892,129441,129694
200382,336476,184238,233917,348111,181928
200383,20691,199197,182394,199198,64329
200384,360563,39894,283009,97530,32196
200385,270607,245161,293514,288528,123290
200386,158536,156447,199198,175040,160417
200387,235616,95716,119193,48403,293301
200388,293114,123826,124350,124748,162655
200389,182394,64329,198659,272143,224658
200390,14868,16132,16035,14030,15948
200391,156447,157332,50864,156560,50715
200392,218144,272143,121834,261612,176586
200393,20691,336245,288440,337441,283505
200394,352979,283009,336221,95716,235870
200395,277492,277491,288320,336220,336221
200396,289090,336221,277491,234698,95716
200397,160974,158536,156619,64329,199197
200398,337192,277492,354086,336220,288320
200399,166585,166228,164013,166583,224171
200400,65964,65896,66346,320699,284136
200401,174500,95716,264771,158536,50864
200402,182256,58891,199198,198659,175040
200403,235524,235616,235870,64409,234698
200404,336254,331116,111043,336245,288440
200405,234698,156560,160417,160974,198659
200406,288435,277492,128260,119534,183176
200407,158082,160974,158536,166581,160417
200408,20691,96210,288440,336245,111043
200409,107196,159762,107276,107151,156624
200410,289090,352901,336220,234698,39960
200411,207975,205331,272513,277492,119534
200412,338350,284547,135899,135996,199197
200413,234698,233717,235230,286161,284547
200414,271262,284583,288440,96210,20691
200415,277491,234267,235616,289090,336223
200416,352637,269220,165788,352063,339812
200417,158536,156560,64329,303292,301805
200418,198659,166581,156560,199198,324823
200419,327118,286161,336221,328222,327095
200420,59057,303180,289186,31836,336223
200421,202355,202559,255354,337630,160748
200422,336220,277491,119193,336221,234698
200423,307779,354086,183176,277491,289126
200424,286336,122069,283552,42356,114661
200425,288528,336245,293513,97538,65991
200426,336220,336221,234698,336223,146226
200427,141134,123757,123909,140608,113983
200428,336254,283009,288942,285849,277107
200429,277491,31053,95519,97108,58333
200430,348093,348109,336221,119193,48403
200431,156560,158536,156447,162655,64329
200432,156964,58565,234698,64346,224855
200433,183176,354086,288435,118391,235854
200434,119193,48403,288320,59057,161801
200435,324823,156560,198659,160417,162655
200436,124748,158094,96210,123289,156381
200437,48878,264771,70830,141004,161801
200438,64409,234698,293062,338340,293050
200439,160417,160974,156624,158536,272143
200440,352979,39894,30389,283009,289003
200441,123290,124352,123757,124176,124228
200442,50864,161409,50715,50383,161160
200443,124749,293114,285343,199198,175040
200444,198659,166581,156560,199198,324823
200445,234698,336221,156964,235870,235616
200446,331116,336245,285377,293513,270607
200447,198659,182394,224658,199197,166581
200448,65991,208118,32082,235616,293050
200449,205824,209236,70646,218028,331116
200450,336220,354086,183176,288435,284096
200451,70646,66206,69736,65753,96419
200452,352979,39894,283009,30389,288440
200453,289090,300082,336221,277491,235616
200454,111043,128260,233688,119534,181585
200455,299767,300755,298246,324823,272143
200456,288320,59057,158536,156560,156447
200457,336254,283009,276970,168623,198659
200458,39894,285908,30389,202320,283009
200459,336221,235870,156964,214631,315105
200460,156619,313431,158536,272143,160974
200461,160417,160974,156624,158536,272143
200462,211723,20691,96210,233742,64329
200463,288320,199197,198659,175040,166581
200464,95716,111043,336221,284339,336223
200465,181585,111043,128260,336221,234698
200466,331116,168623,96210,183176,336221
200467,273090,272934,273394,271887,273203
200468,336476,184238,233917,348111,181928
200469,61994,279200,141422,353680,69597
200470,271262,236566,283764,225010,313920
200471,284583,288320,303180,59057,336223
200472,108856,336380,128551,31520,218337
200473,277491,277492,288435,289090,354086
200474,128260,156964,300082,235616,336221
200475,156447,158536,235230,64329,198659
200476,63307,235652,161506,272143,206247
200477,324823,199197,198659,64329,182394
200478,352979,39894,30389,283009,157478
200479,124748,124352,123290,123757,233717
200480,236566,58580,168623,276970,124228
200481,234000,236961,336476,233541,348111
200482,121414,122117,141013,137278,121637
200483,336221,300082,235870,156964,315105
200484,209653,286161,284547,285342,70646
200485,336221,235870,214631,300082,156964
200486,198659,182394,224658,199197,166581
200487,214283,235652,63307,161801,270799
200488,156447,156560,158536,156619,162765
200489,289090,336220,235616,235870,277491
200490,207757,225010,208094,202476,202383
200491,208970,224354,289090,119534,128260
200492,64409,236338,58565,235870,336221
200493,168623,156447,31836,289186,59057
200494,133160,336221,48403,59057,31836
200495,336254,157478,202381,289003,285849
200496,336254,283009,277107,97530,352979
200497,214474,64329,156447,158536,156619
200498,336220,289090,235616,235870,234698
200499,95716,234698,235870,284547,206934
200500,293513,336245,20691,96210,96127
200501,271262,156355,198199,83534,129434
200502,160417,160974,156624,158536,272143
200503,331116,284583,336245,96210,288440
200504,49282,293513,336934,161506,87236
200505,336220,234269,235870,235616,289090
200506,283402,57616,277067,286321,317881
200507,293114,123826,124350,124748,284985
200508,336380,128551,214474,31520,95716
200509,218028,202355,336254,61594,277491
200510,198659,182394,224658,199197,166581
200511,218028,315146,202355,215613,336254
200512,235870,235616,234698,336221,336223
200513,95716,234698,235870,336223,315105
200514,285648,336476,284547,336607,175040
200515,162765,156560,64329,159762,160974
200516,123289,124350,124734,293050,123826
200517,20691,285377,271262,337441,336245
200518,285849,157478,331116,283009,97530
200519,288320,288321,161506,235525,289090
200520,233478,160132,214800,159762,156447
200521,284547,64329,272143,156619,313431
200522,199198,198659,175040,272143,324823
200523,255667,254619,255955,254899,255556
200524,234267,289090,277491,235854,336221
200525,20691,96210,293513,336245,159275
200526,336245,96210,181585,215993,111043
200527,47999,47696,47825,48520,48731
200528,235524,336221,289090,277491,234267
200529,331116,96210,288440,198659,336245
200530,166585,166228,164013,166583,224171
200531,331116,202355,162378,209236,286161
200532,70839,156560,162655,160748,237452
200533,198659,166581,156560,199198,324823
200534,161100,233717,159762,158536,156560
200535,336476,42693,42437,42883,284452
200536,199198,166581,160974,160417,162655
200537,95972,276970,168623,293301,285719
200538,352979,39894,277107,283009,202381
200539,208562,202388,206735,71298,208360
200540,59156,58793,58019,93278,55802
200541,336220,236207,156560,158536,166581
200542,57966,336254,289003,224354,202388
200543,352979,277107,41405,42004,42560
200544,233742,64329,284096,50715,277492
200545,235230,158536,160974,160417,162655
200546,20691,336245,288440,337441,284547
200547,162765,156560,64329,159762,160974
200548,277107,352979,283009,256026,255188
200549,156447,160974,156624,158536,160417
200550,285343,286161,284547,285342,278312
200551,336220,277491,234269,234267,289186
200552,352979,277107,157478,336254,289003
200553,202652,57748,209013,58580,271262
200554,140678,168623,276970,156625,123659
200555,352979,277107,283009,42285,96210
200556,159762,293301,108855,257291,286321
200557,182253,181583,184018,182472,181940
200558,235616,235870,64409,336221,300082
200559,36161,2303,64329,156560,156447
200560,313556,336254,177442,285849,288942
200561,198659,156447,166581,199198,64329
200562,234698,338015,123757,124177,123613
200563,331116,202355,158541,199372,162378
200564,50644,30760,211442,156279,277107
200565,272143,198659,276970,175040,166581
200566,338339,272218,64329,160974,293114
200567,336221,64409,235870,234698,300082
200568,293513,245161,162107,156623,159762
200569,156447,156560,158536,156619,162765
200570,30611,288320,233595,336223,159762
200571,331116,218028,202559,209236,162378
200572,96210,20691,336220,183176,336221
200573,336220,277491,337192,234267,235616
200574,300082,235870,336221,156964,198199
200575,315105,214021,190999,336380,108856
200576,64409,234698,236338,235870,300082
200577,199197,162338,206168,70646,206934
200578,198659,182394,199197,224658,156560
200579,236566,271262,225010,58580,313920
200580,336221,235870,277491,289090,156964
200581,198659,166581,156560,199198,324823
200582,57475,59681,58333,58537,271262
200583,50864,161409,50715,50383,161160
200584,118348,283009,277107,336254,157478
200585,336220,96106,289090,235616,336221
200586,124228,123289,123818,124748,123290
200587,208582,208981,183176,163467,129434
200588,283009,198659,182394,64329,272143
200589,87194,331116,336245,156964,288440
200590,271262,199197,162655,64329,198659
200591,157478,289003,331116,336245,20691
200592,336245,20691,96127,288440,32088
200593,195034,195243,194561,194406,195981
200594,206247,123757,207982,124748,123290
200595,205958,209122,205824,224417,202370
200596,202320,30389,39894,277107,352979
200597,218028,277491,289090,337192,336220
200598,336220,289090,160974,64329,158536
200599,124177,123757,199197,224658,162655
200600,98379,98394,106516,296282,171689
200601,2303,36161,36129,35908,199198
200602,198659,166581,156560,199198,324823
200603,288435,277492,235854,337192,289090
200604,337192,277492,354086,128260,289090
200605,198659,166581,156560,199198,324823
200606,277107,266023,266020,156560,272143
200607,124352,123290,123818,124228,158536
200608,207603,202381,58619,208981,208582
200609,337192,277491,288435,284096,354086
200610,324823,64329,218337,285343,224658
200611,218337,166581,156560,272143,158536
200612,156447,156560,158536,156619,162765
200613,352979,39894,283009,30389,183176
200614,233478,160132,58606,214800,111210
200615,336221,271261,129591,198659,199197
200616,96210,58580,336245,20691,233688
200617,234698,95716,336221,235870,235616
200618,273157,266007,266009,36329,266020
200619,285070,235230,158536,199198,166581
200620,198659,166581,156560,199198,324823
200621,299767,300755,324823,298246,272143
200622,124350,293301,158536,156654,285719
200623,233688,181585,336220,111043,159938
200624,175040,199197,285648,206934,156624
200625,156560,162655,158082,162765,64329
200626,235524,208237,235616,234698,289186
200627,199938,70999,233997,203890,70008
200628,336245,20691,288440,119534,183176
200629,337735,299146,284985,313996,25325
200630,96210,336245,288440,270799,236207
200631,336245,20691,288440,337441,271262
200632,348112,348089,348093,235854,299875
200633,235854,336220,289090,336221,234698
200634,32082,234269,235870,156964,289090
200635,162655,156625,64329,166581,160938
200636,96103,20691,15653,336245,245181
200637,326936,327118,327095,289034,336380
200638,336254,57748,336934,166129,70215
200639,337192,284096,235854,354086,288435
200640,162765,156560,64329,159762,160974
200641,159019,235230,70134,50715,107301
200642,187005,191971,195773,195603,195804
200643,288435,128260,277492,235854,313431
200644,331116,199372,218028,202355,336254
200645,49282,121771,120842,121098,342713
200646,156447,156560,158536,156619,162765
200647,206415,202381,277107,207603,289003
200648,160417,62464,158536,175040,181873
200649,208539,65493,64329,156560,202493
200650,198659,199198,336220,234267,277491
200651,181585,111043,119534,128260,354086
200652,235689,272218,160158,160940,284985
200653,96210,293513,183176,20691,277491
200654,124748,124352,123290,123757,284547
200655,66326,70095,69802,66349,42422
200656,172687,173427,173642,173924,174392
200657,108856,83534,336380,128551,31520
200658,183176,288435,128260,118391,336223
200659,35785,168681,156964,49246,234698
200660,123290,123818,123757,124350,124748
200661,156447,156560,158536,156619,162765
200662,336254,289003,39894,331116,283009
200663,218028,315146,202355,215613,336254
200664,119193,48403,286321,64329,271921
200665,57616,313920,332198,284583,96244
200666,7694,352555,121834,220102,261612
200667,208145,206211,285343,64329,166581
200668,235616,214631,64409,235870,156964
200669,157079,70737,161475,161409,50864
200670,156560,156447,283402,264523,195414
200671,336220,183176,336221,307779,289090
200672,73271,336220,337192,336221,234269
200673,124228,123818,123290,123368,124748
200674,157478,285849,289003,206785,209013
200675,215674,175040,62464,199197,224658
200676,159275,64329,159763,156560,162655
200677,158082,160974,158536,166581,160417
200678,194935,194923,194780,194097,214800
200679,181411,233717,182023,183521,276946
200680,336476,182513,59829,284474,299697
200681,162248,234698,65991,336221,300082
200682,277107,352979,283009,50494,313556
200683,183176,233688,283505,108855,198659
200684,277492,289090,214474,336220,234698
200685,157748,159762,214800,236207,293301
200686,123909,96029,95585,95743,91362
200687,348112,276970,293114,284985,158536
200688,57966,157478,289003,331116,97530
200689,74702,74705,159197,187156,158536
200690,95716,234698,336223,315105,336380
200691,111934,73500,331116,73271,190142
200692,57475,321784,320571,320545,321069
200693,205824,70591,235854,336220,289090
200694,354086,337192,284096,235854,277491
200695,293114,293050,313431,96755,58891
200696,250043,277067,271262,57616,313920
200697,336245,20691,288440,215993,283505
200698,289090,277492,303180,336223,31836
200699,198659,182394,224658,199197,166581
200700,236951,64329,160974,158536,272143
200701,277107,352979,283009,97530,157478
200702,235230,187065,285298,313431,199198
200703,336220,336221,354086,183176,289090
200704,331116,202355,293050,292926,292647
200705,133160,336380,128551,31520,198159
200706,199198,272143,64329,175040,336476
200707,343256,48158,47683,48162,199198
200708,336220,277491,288435,234267,337192
200709,129434,123818,124352,124350,123289
200710,336476,348111,275192,278808,232753
200711,324823,156560,198659,160417,162655
200712,158536,64329,156619,156447,162655
200713,315105,336221,270229,271261,336223
200714,336245,20691,183176,284583,277492
200715,336254,283009,288942,331780,319653
200716,336254,283009,288942,288379,293114
200717,156560,224658,324823,285343,198659
200718,202381,207603,336254,156964,234698
200719,3241,5258,3464,2197,4528
200720,289090,235870,156964,336221,32406
200721,123290,123818,124352,124350,124748
200722,128957,129434,160940,158906,199198
200723,293513,304657,303912,305017,303484
200724,331116,24767,215613,161878,336245
200725,336245,20691,96210,337441,288440
200726,156447,156560,158536,156619,162765
200727,277491,288320,119193,293301,48403
200728,336221,156964,235870,285719,289126
200729,156560,158536,156624,235230,284547
200730,331738,198144,157844,182394,64329
200731,123909,168623,331116,183176,272143
200732,162765,156560,64329,159762,160974
200733,336223,288320,59057,284547,199197
200734,337192,234267,336220,289090,235616
200735,352901,337192,288435,277491,235854
200736,182575,182836,182416,182433,182384
200737,218028,324823,272143,199198,64329
200738,352979,283009,30389,336221,235870
200739,159912,157867,158536,156560,64329
200740,284452,285095,284547,64329,156447
200741,50864,161409,50715,50383,161160
200742,336221,156964,300082,234698,95716
200743,156447,156560,158536,156619,162765
200744,156447,156560,158536,156619,162765
200745,336476,184238,233917,348111,181928
200746,128551,162655,156560,156624,158536
200747,64329,158536,156624,156560,162765
200748,298978,156381,233688,348112,348109
200749,119534,288320,175040,199198,272143
200750,31957,35486,87157,348480,85314
200751,236951,211561,313431,42873,222645
200752,331116,351876,199372,353633,218028
200753,95716,234698,288320,289186,156964
200754,57966,289003,331116,218028,209236
200755,162765,156560,64329,159762,160974
200756,236552,233768,51228,156447,156619
200757,289090,336221,214474,156964,234698
200758,293513,285377,284583,57616,20691
200759,96029,96481,96635,95756,96960
200760,285808,272143,199198,224658,64329
200761,202381,202476,207603,225010,271262
200762,233541,336476,182513,324509,201766
200763,96210,336245,288440,183176,111043
200764,95716,214474,234698,123290,124749
200765,166581,156560,272143,175040,324823
200766,157478,289003,283764,313920,65991
200767,57966,97530,157478,283791,285849
200768,199032,198275,199278,198414,198807
200769,277107,352979,31836,288320,97005
200770,336254,57966,289003,50494,50611
200771,50864,161409,50715,50383,161160
200772,57757,57576,58791,59225,58898
200773,32088,96210,285435,159762,58714
200774,123290,234698,123818,124352,124748
